title,console,genre,publisher,developer,critic_score,total_sales,na_sales,pal_sales,other_sales,release_date,year
Guitar Hero 5,PS3,Misc,Activision,Neversoft Entertainment,8.8,1.1,0.53,0.39,0.17,2009-09-01,2009.0
GRID,PS3,Racing,Codemasters,Codemasters,8.6,1.1,0.31,0.57,0.19,2008-06-03,2008.0
Sonic Free Riders,X360,Racing,Sega,O-TWO inc.,4.9,1.1,0.75,0.25,0.1,2010-11-04,2010.0
Bully: Scholarship Edition,X360,Action,Rockstar Games,Rockstar Vancouver/Mad Doc Software,8.1,1.09,0.53,0.42,0.11,2008-03-05,2008.0
DJ Hero,X360,Misc,Activision,FreeStyleGames,8.4,1.09,0.59,0.39,0.11,2009-10-27,2009.0
Namco Museum Battle Collection,PSP,Misc,Namco,Namco Tales Studio,7.9,1.09,0.75,0.18,0.16,2005-08-23,2005.0
Lightning Returns: Final Fantasy XIII,PS3,Misc,Square Enix,Unknown,7.1,1.09,0.31,0.22,0.11,2014-02-11,2014.0
Toy Story 3: The Video Game,PS3,Action,Disney Interactive Studios,Avalanche Software,7.5,1.09,0.51,0.41,0.17,2010-06-15,2010.0
Skate 2,X360,Sports,Electronic Arts,EA Black Box,8.2,1.09,0.82,0.17,0.09,2009-01-21,2009.0
NFL 2K1,DC,Sports,Sega,Visual Concepts,9.6,1.09,1.02,0.05,0.02,2000-09-07,2000.0
Dragon Ball Z: The Legacy of Goku II,GBA,Role-Playing,Atari,Webfoot Technologies,7.6,1.09,0.78,0.29,0.02,2003-06-17,2003.0
Untold Legends: Brotherhood of the Blade,PSP,Role-Playing,Sony Online Entertainment,Sony Online Entertainment,6.5,1.09,0.54,0.33,0.22,2005-03-22,2005.0
Star Wars: The Force Unleashed,PSP,Action,LucasArts,Krome Studios,7.1,1.09,0.43,0.41,0.24,2008-09-16,2008.0
The Simpsons Game,PSP,Platform,Electronic Arts,EA Redwood Shores,6.0,1.08,0.24,0.54,0.3,2007-11-05,2007.0
Dante's Inferno,PS3,Action,Electronic Arts,Visceral Games,7.3,1.08,0.64,0.28,0.12,2010-02-09,2010.0
Disney's Lilo & Stitch,GBA,Action,Disney Interactive Studios,Digital Eclipse,8.0,1.08,0.77,0.29,0.02,2002-06-07,2002.0
Ready 2 Rumble Boxing,PS,Sports,Midway Games,Point of View,7.6,1.08,0.6,0.41,0.07,1999-10-31,1999.0
FIFA Soccer 11,Wii,Sports,EA Sports,EA Canada,7.0,1.08,0.26,0.69,0.12,2010-09-28,2010.0
Star Fox: Assault,GC,Shooter,Nintendo,Namco,6.6,1.08,0.68,0.18,0.03,2005-02-14,2005.0
Virtua Fighter 5,PS3,Fighting,Sega,Sega-AM2,8.7,1.08,0.29,0.52,0.2,2007-02-20,2007.0
Pro Evolution Soccer 2014,PS3,Sports,Konami Digital Entertainment,Konami,8.3,1.08,0.03,0.46,0.08,2013-09-24,2013.0
Grand Theft Auto: Chinatown Wars,PSP,Adventure,Rockstar Games,Rockstar Leeds,9.2,1.08,0.28,0.5,0.27,2009-10-20,2009.0
Dragon Ball Z: Taiketsu,GBA,Fighting,Atari,Webfoot Technologies,3.8,1.08,0.77,0.29,0.02,2003-11-24,2003.0
Spore Creatures,DS,Simulation,Electronic Arts,Foundation 9,7.2,1.07,0.66,0.3,0.1,2008-09-07,2008.0
Tomb Raider: Underworld,X360,Adventure,Eidos Interactive,Crystal Dynamics,7.5,1.07,0.53,0.42,0.11,2008-11-18,2008.0
Call of Duty 3,PS2,Shooter,Activision,Treyarch,8.2,1.07,0.89,0.03,0.15,2006-11-07,2006.0
World Tour Soccer,PSP,Sports,Sony Computer Entertainment,SCEE London Studio,7.0,1.07,0.1,0.63,0.34,2005-03-14,2005.0
Naruto: Ultimate Ninja Storm,PS3,Fighting,Namco Bandai,CyberConnect2,7.8,1.07,0.49,0.34,0.15,2008-11-04,2008.0
Virtua Fighter,SAT,Fighting,Sega,Sega-AM2,9.0,1.07,0.17,0.12,0.02,1995-05-11,1995.0
Marvel vs. Capcom 3: Fate of Two Worlds,X360,Fighting,Capcom,Capcom,8.4,1.07,0.79,0.18,0.08,2011-02-15,2011.0
The Biggest Loser,Wii,Sports,THQ,Blitz Games,7.7,1.07,0.86,0.12,0.09,2009-10-06,2009.0
Tiger Woods PGA Tour 10,Wii,Sports,EA Sports,EA Tiburon,9.0,1.07,0.6,0.37,0.1,2009-06-08,2009.0
The Orange Box,PS3,Shooter,Electronic Arts,EA UK,8.7,1.07,0.28,0.58,0.21,2007-12-11,2007.0
LEGO Star Wars II: The Original Trilogy,DS,Action,LucasArts,Amaze Entertainment,4.9,1.07,0.96,0.03,0.08,2006-09-12,2006.0
Prince of Persia,PS3,Adventure,Ubisoft,Ubisoft Montreal,8.3,1.07,0.47,0.41,0.17,2008-12-02,2008.0
Endless Ocean,Wii,Adventure,Nintendo,Arika,6.8,1.06,0.43,0.46,0.09,2008-01-21,2008.0
Mercenaries 2: World in Flames,X360,Shooter,Electronic Arts,Pandemic Studios,7.1,1.06,0.65,0.3,0.1,2008-08-31,2008.0
Warhawk,PS3,Shooter,Sony Computer Entertainment,Incognito Entertainment,8.4,1.06,0.49,0.39,0.17,2007-08-28,2007.0
Sonic Generations,3DS,Platform,Sega,Sonic Team,6.3,1.06,0.44,0.52,0.08,2011-11-22,2011.0
Mortal Kombat: Armageddon,PS2,Fighting,Midway Games,Midway Games,7.4,1.06,0.88,0.04,0.14,2006-10-09,2006.0
Aliens vs Predator,X360,Shooter,Sega,Rebellion Developments,6.0,1.06,0.55,0.4,0.11,2010-02-16,2010.0
Spider-Man 2,GBA,Platform,Activision,Digital Eclipse,7.0,1.06,0.76,0.28,0.02,2004-06-29,2004.0
Sega Superstars Tennis,Wii,Sports,Sega,Sumo Digital,7.0,1.06,0.28,0.65,0.13,2008-03-18,2008.0
Seek and Destroy,PS2,Racing,Conspiracy Entertainment,Barnhouse Effect,5.6,1.06,0.52,0.4,0.14,2002-12-11,2002.0
Darksiders,X360,Action,THQ,Vigil Games,7.8,1.06,0.67,0.28,0.1,2010-01-05,2010.0
DiRT 3,PS3,Racing,Codemasters,Codemasters,9.0,1.06,0.27,0.58,0.2,2011-05-24,2011.0
Forza Motorsport,XB,Racing,Microsoft Game Studios,Turn 10 Studios,9.2,1.05,0.52,0.51,0.02,2005-05-03,2005.0
Rocksmith 2014,PS3,Music,Ubisoft,Ubisoft San Francisco,9.1,1.05,0.56,0.26,0.17,2013-10-22,2013.0
DiRT,PS3,Racing,Codemasters,Codemasters,8.3,1.05,0.16,0.66,0.23,2007-09-11,2007.0
Dave Mirra Freestyle BMX,PS,Sports,Acclaim Entertainment,"Z-Axis, Ltd.",7.4,1.05,0.91,0.11,0.03,2000-09-26,2000.0
Sonic & SEGA All-Stars Racing,DS,Racing,Sega,Sumo Digital,8.3,1.05,0.43,0.51,0.11,2010-02-23,2010.0
MySims Agents,Wii,Adventure,Electronic Arts,EA Redwood Shores,7.5,1.05,0.63,0.32,0.1,2009-09-29,2009.0
Resident Evil: The Darkside Chronicles,Wii,Shooter,Capcom,"Cavia, inc.",7.2,1.05,0.46,0.31,0.09,2009-11-17,2009.0
SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP,Shooter,Sony Computer Entertainment,Zipper Interactive,8.2,1.05,0.81,0.11,0.13,2006-11-07,2006.0
Call of Duty 4: Modern Warfare,DS,Shooter,Activision,n-Space,7.3,1.05,0.95,0.02,0.08,2007-11-05,2007.0
Brink,X360,Shooter,Bethesda Softworks,Splash Damage,6.8,1.04,0.59,0.35,0.09,2011-05-10,2011.0
Aliens vs Predator,PS3,Shooter,Sega,Rebellion Developments,6.1,1.04,0.41,0.46,0.18,2010-02-16,2010.0
Sleeping Dogs,PS3,Action-Adventure,Square Enix,United Front Games,8.1,1.04,0.31,0.5,0.17,2012-08-14,2012.0
Legacy of Kain: Soul Reaver,PS,Adventure,Eidos Interactive,Crystal Dynamics,8.9,1.04,0.58,0.4,0.07,1999-08-16,1999.0
Need for Speed: Most Wanted,XB,Racing,Electronic Arts,EA Canada,8.5,1.04,0.53,0.46,0.05,2005-11-15,2005.0
WipEout Pure,PSP,Racing,Sony Computer Entertainment,Studio Liverpool,9.1,1.04,0.47,0.34,0.23,2005-03-16,2005.0
The Simpsons Game,X360,Platform,Electronic Arts,EA Redwood Shores,6.9,1.04,0.54,0.39,0.11,2007-10-30,2007.0
Bomberman 64,N64,Puzzle,Hudson Soft,Hudson Soft,6.1,1.04,0.5,0.2,0.03,1997-12-02,1997.0
MotorStorm: Arctic Edge,PSP,Racing,Sony Computer Entertainment,Bigbig Studios,7.7,1.04,0.16,0.58,0.3,2009-09-29,2009.0
Naruto: Clash of Ninja 2,GC,Fighting,D3 Publisher,8ing/Raizing,7.4,1.04,0.44,0.12,0.03,2006-09-26,2006.0
LEGO Pirates of the Caribbean: The Video Game,X360,Action,Disney Interactive Studios,Traveller's Tales,7.2,1.04,0.54,0.4,0.1,2011-05-10,2011.0
WWE SmackDown vs. Raw 2010,X360,Fighting,THQ,JAKKS Pacific,8.2,1.04,0.56,0.37,0.1,2009-10-20,2009.0
Just Dance 2014,X360,Music,Ubisoft,Ubisoft Paris,7.6,1.03,0.75,0.18,0.1,2013-10-08,2013.0
Sonic Unleashed,PS3,Platform,Sega,Sonic Team,5.3,1.03,0.56,0.32,0.14,2008-12-09,2008.0
The Elder Scrolls III: Morrowind Game of the Year Edition,XB,Role-Playing,Bethesda Softworks,Bethesda Softworks,8.3,1.03,0.77,0.22,0.04,2003-10-31,2003.0
Tomb Raider,PC,Action,Eidos Interactive,Core Design Ltd.,8.7,1.03,0.96,0.07,0.0,1996-11-14,1996.0
Dragon Ball Z: Budokai Tenkaichi 3,Wii,Fighting,Atari,Spike / Bandai Namco Games,7.5,1.03,0.32,0.36,0.08,2007-12-03,2007.0
LEGO Indiana Jones: The Original Adventures,PS3,Adventure,LucasArts,Traveller's Tales,7.7,1.03,0.44,0.43,0.17,2008-06-03,2008.0
Shrek 2,GC,Platform,Activision,"Luxoflux, Inc.",6.9,1.02,0.73,0.26,0.03,2004-04-28,2004.0
Bulletstorm,X360,Shooter,Electronic Arts,People Can Fly,8.5,1.02,0.61,0.32,0.08,2011-02-22,2011.0
Tiger Woods PGA Tour 08,Wii,Sports,Electronic Arts,EA Salt Lake,7.4,1.02,0.93,0.01,0.08,2007-08-28,2007.0
Madden NFL 07,XB,Sports,EA Sports,EA Tiburon,8.4,1.02,0.97,0.03,0.03,2006-08-22,2006.0
Rock Band 2,Wii,Misc,MTV Games,Harmonix Music Systems,9.0,1.02,0.93,0.01,0.08,2008-12-18,2008.0
Just Cause 3,XOne,Action-Adventure,Square Enix,Avalanche Studios,7.0,1.01,0.52,0.41,0.09,2015-12-01,2015.0
Madden NFL 16,X360,Sports,EA Sports,EA Tiburon,8.0,1.01,0.88,0.02,0.11,2015-08-25,2015.0
F1 2012,PS3,Racing,Codemasters,Codemasters Birmingham,7.9,1.01,0.12,0.65,0.18,2012-09-18,2012.0
Prince of Persia,X360,Adventure,Ubisoft,Ubisoft Montreal,8.2,1.01,0.54,0.34,0.1,2008-12-02,2008.0
NBA 2K10,X360,Sports,2K Sports,Visual Concepts,8.4,1.01,0.91,0.02,0.08,2009-10-06,2009.0
EyePet,PS3,Simulation,Sony Computer Entertainment,SCEE London Studio,6.9,1.01,0.37,0.52,0.09,2010-09-17,2010.0
Excitebike 64,N64,Racing,Nintendo,Left Field Productions,8.9,1.0,0.65,0.15,0.01,2000-04-30,2000.0
Far Cry: Primal,XOne,Action-Adventure,Ubisoft,Ubisoft Montreal,7.8,1.0,0.51,0.41,0.09,2016-02-23,2016.0
Rayman Origins,PS3,Platform,Ubisoft,Ubisoft,8.5,1.0,0.33,0.5,0.16,2011-11-15,2011.0
Breath of Fire III,PS,Role-Playing,Capcom,Capcom,7.6,1.0,0.29,0.19,0.07,1998-04-30,1998.0
Tom Clancy's Splinter Cell: Blacklist,X360,Action-Adventure,Ubisoft,Ubisoft Toronto,8.4,1.0,0.57,0.33,0.09,2013-08-20,2013.0
NERF N-Strike Elite,Wii,Shooter,Electronic Arts,EA Salt Lake,7.5,1.0,0.93,0.0,0.07,2009-10-26,2009.0
NCAA Football 12,X360,Sports,EA Sports,EA Tiburon,7.8,1.0,0.94,0.0,0.06,2011-07-12,2011.0
Rocksmith 2014,X360,Music,Ubisoft,Ubisoft San Francisco,8.4,0.99,0.73,0.16,0.1,2013-10-22,2013.0
Army of Two: The 40th Day,X360,Shooter,Electronic Arts,EA Montreal,7.1,0.99,0.65,0.24,0.09,2010-01-12,2010.0
DiRT 2,PS3,Racing,Codemasters,Codemasters,8.8,0.99,0.27,0.53,0.19,2009-09-08,2009.0
Midnight Club: LA Remix,PSP,Racing,Rockstar Games,Rockstar London,7.7,0.99,0.52,0.28,0.19,2008-10-20,2008.0
Apollo Justice: Ace Attorney,DS,Adventure,Capcom,Capcom,8.0,0.99,0.28,0.05,0.03,2008-02-19,2008.0
The Simpsons: Hit & Run,GC,Racing,VU Games,Radical Entertainment,8.2,0.99,0.77,0.2,0.03,2003-09-16,2003.0
Haze,PS3,Shooter,Ubisoft,Free Radical Design,5.6,0.99,0.49,0.33,0.15,2008-05-20,2008.0
Oddworld: Abe's Exoddus,PS,Platform,GT Interactive,Oddworld Inhabitans,8.6,0.99,0.55,0.38,0.06,1998-11-17,1998.0
Shadow The Hedgehog,GC,Platform,Sega,Sonic Team,4.9,0.99,0.76,0.2,0.03,2005-11-15,2005.0
Tom Clancy's Splinter Cell: Blacklist,PS3,Action-Adventure,Ubisoft,Ubisoft Toronto,8.3,0.98,0.34,0.44,0.15,2013-08-20,2013.0
The Witcher 2: Assassins of Kings,PC,Role-Playing,Atari,CD Projekt Red Studio,8.8,0.98,0.27,0.56,0.14,2011-05-17,2011.0
Zoo Tycoon DS,DS,Strategy,THQ,Blue Fang Games,4.6,0.98,0.86,0.03,0.07,2005-10-11,2005.0
Pro Evolution Soccer 2008,PSP,Sports,Konami,Konami,7.8,0.98,0.02,0.53,0.25,2008-03-12,2008.0
Fallout 3,PC,Role-Playing,Bethesda Softworks,Bethesda Game Studios,9.0,0.98,0.02,0.88,0.07,2008-10-28,2008.0
Sniper Elite V2,PS3,Shooter,505 Games,Rebellion Developments,7.4,0.98,0.38,0.4,0.15,2012-05-02,2012.0
FIFA Soccer 10,Wii,Sports,EA Sports,EA Canada,8.3,0.98,0.23,0.64,0.11,2009-10-20,2009.0
Suikoden III,PS2,Role-Playing,Konami,KCET,8.6,0.98,0.29,0.23,0.08,2002-10-24,2002.0
Grand Theft Auto: San Andreas,PC,Action,Rockstar Games,Rockstar North,9.4,0.97,0.0,0.93,0.04,2005-06-07,2005.0
Dirge of Cerberus: Final Fantasy VII,PS2,Shooter,Square Enix,Square Enix,5.8,0.97,0.46,0.0,0.0,2006-08-15,2006.0
Brutal Legend,X360,Action,Electronic Arts,Double Fine Productions,8.5,0.97,0.62,0.26,0.09,2009-10-13,2009.0
Band Hero,Wii,Misc,Activision,Vicarious Visions,7.4,0.97,0.59,0.29,0.09,2009-11-03,2009.0
LEGO Star Wars II: The Original Trilogy,GC,Action,LucasArts,Traveller's Tales,8.4,0.97,0.75,0.19,0.03,2006-09-12,2006.0
Fire Emblem: The Blazing Blade,GBA,Strategy,Nintendo,Intelligent Systems,8.8,0.97,0.49,0.18,0.01,2003-11-03,2003.0
Sea of Thieves,XOne,Action-Adventure,Microsoft Studios,Rare Ltd.,6.9,0.96,0.6,0.27,0.09,2018-03-20,2018.0
LEGO Pirates of the Caribbean: The Video Game,PS3,Action,Disney Interactive Studios,Traveller's Tales,7.4,0.96,0.36,0.44,0.16,2011-05-10,2011.0
Madden NFL 25,PS4,Sports,EA Sports,EA Tiburon,7.4,0.96,0.64,0.15,0.17,2013-11-15,2013.0
Sonic & SEGA All-Stars Racing,PS3,Racing,Sega,Sumo Digital,8.0,0.96,0.36,0.44,0.16,2010-02-23,2010.0
Dark Cloud 2,PS2,Role-Playing,Sony Computer Entertainment,Level 5,8.6,0.96,0.38,0.25,0.07,2003-02-17,2003.0
Guitar Hero: Warriors of Rock,Wii,Misc,Activision,Vicarious Visions,7.3,0.96,0.47,0.41,0.09,2010-09-28,2010.0
PilotWings Resort,3DS,Simulation,Nintendo,Monster Games,6.9,0.96,0.4,0.36,0.07,2011-03-27,2011.0
Gangs of London,PSP,Adventure,Sony Computer Entertainment,SCEE London Studio,5.0,0.96,0.3,0.43,0.22,2006-10-03,2006.0
Driver: San Francisco,PS3,Racing,Ubisoft,Ubisoft Reflections,8.2,0.95,0.24,0.53,0.17,2011-09-06,2011.0
Lost Planet 2,PS3,Shooter,Capcom,Capcom,6.6,0.95,0.29,0.34,0.12,2010-05-11,2010.0
LEGO Harry Potter: Years 5-7,PS3,Action,Warner Bros. Interactive,Traveller's Tales,9.0,0.95,0.36,0.45,0.15,2011-11-11,2011.0
White Knight Chronicles: International Edition,PS3,Role-Playing,Sony Computer Entertainment,Level 5,6.3,0.95,0.34,0.16,0.09,2010-02-02,2010.0
Wild ARMs,PS,Role-Playing,Sony Computer Entertainment,Media.Vision,8.9,0.95,0.26,0.17,0.06,1997-04-30,1997.0
Sonic Unleashed,X360,Platform,Sega,Sonic Team,5.6,0.95,0.54,0.32,0.09,2008-11-20,2008.0
SpongeBob SquarePants: Battle for Bikini Bottom,GC,Platform,THQ,Heavy Iron Studios,7.3,0.95,0.74,0.19,0.03,2003-10-31,2003.0
Harvest Moon 3D: A New Beginning,3DS,Simulation,Natsume,Marvelous,8.2,0.95,0.41,0.18,0.06,2012-11-06,2012.0
Brothers In Arms: Hell's Highway,PS3,Shooter,Ubisoft,Gearbox Software,6.0,0.94,0.45,0.34,0.15,2008-09-23,2008.0
Tony Hawk: RIDE,Wii,Sports,Activision,Buzz Monkey Software,4.3,0.94,0.69,0.17,0.08,2009-11-17,2009.0
NCAA Football 10,X360,Sports,EA Sports,EA Tiburon,8.1,0.94,0.87,0.0,0.07,2009-07-14,2009.0
EA Sports Active 2,PS3,Sports,Electronic Arts,EA Vancouver,8.0,0.94,0.54,0.27,0.12,2010-11-16,2010.0
SaGa Frontier 2,PS,Role-Playing,Square EA,SquareSoft,7.4,0.94,0.1,0.07,0.06,2000-01-31,2000.0
The SpongeBob SquarePants Movie,GC,Platform,THQ,Heavy Iron Studios,6.6,0.94,0.73,0.19,0.03,2004-10-27,2004.0
Prince of Persia: The Sands of Time,XB,Adventure,Ubisoft,Ubisoft Montreal,9.0,0.94,0.57,0.33,0.04,2003-11-12,2003.0
Castlevania: Lament of Innocence,PS2,Action,Konami,Konami Computer Entertainment Tokyo,8.1,0.94,0.46,0.36,0.12,2003-10-21,2003.0
Brutal Legend,PS3,Action,Electronic Arts,Double Fine Productions,7.9,0.94,0.54,0.27,0.13,2009-10-13,2009.0
Skylanders: Spyro's Adventure,PS3,Action,Activision,Toys for Bob,8.0,0.94,0.39,0.4,0.15,2011-10-16,2011.0
NCAA Football 11,X360,Sports,EA Sports,EA Tiburon,8.5,0.93,0.86,0.0,0.06,2010-07-13,2010.0
NCAA Football 13,PS3,Sports,EA Sports,EA Tiburon,7.1,0.93,0.82,0.0,0.11,2012-07-10,2012.0
Fallout 76,XOne,Role-Playing,Bethesda Softworks,Bethesda Game Studios,5.1,0.93,0.59,0.26,0.09,2018-11-14,2018.0
Cars,GC,Racing,THQ,Rainbow Studios,7.6,0.93,0.72,0.19,0.03,2006-06-06,2006.0
Monster Hunter: World,XOne,Action,Capcom,Capcom,9.4,0.93,0.67,0.17,0.09,2018-01-26,2018.0
Operation Flashpoint: Dragon Rising,X360,Shooter,Codemasters,Codemasters,7.4,0.93,0.36,0.45,0.1,2009-10-06,2009.0
Phoenix Wright: Ace Attorney,DS,Adventure,Capcom,Capcom,8.1,0.93,0.44,0.05,0.05,2005-10-12,2005.0
Kingdom Hearts Re:coded,DS,Role-Playing,Square Enix,High Horse Entertainment,6.8,0.93,0.53,0.09,0.05,2011-01-11,2011.0
Bayonetta,X360,Action,Sega,PlatinumGames,8.9,0.93,0.51,0.25,0.08,2010-01-05,2010.0
Guitar Hero: Metallica,Wii,Misc,Activision,BudCat Creations,8.9,0.93,0.4,0.43,0.1,2009-03-29,2009.0
Xenoblade Chronicles,Wii,Role-Playing,Nintendo,Monolith Soft,9.3,0.92,0.43,0.25,0.07,2012-04-06,2012.0
BUZZ! Quiz World,PS3,Misc,Sony Computer Entertainment,Magenta Software,7.8,0.92,0.16,0.58,0.18,2009-11-10,2009.0
Blue Dragon,X360,Role-Playing,Microsoft Game Studios,Mistwalker Corporation / Artoon,7.7,0.92,0.3,0.33,0.08,2007-08-28,2007.0
Killzone: Mercenary,PSV,Misc,Sony Computer Entertainment America,Guerrilla Games,7.4,0.92,0.2,0.47,0.2,2013-09-10,2013.0
Starsky & Hutch,PS2,Racing,Gotham Games,Minds-Eye Productions,6.0,0.92,0.45,0.35,0.12,2003-09-09,2003.0
Dante's Inferno,X360,Action,Electronic Arts,Visceral Games,7.0,0.92,0.63,0.2,0.08,2010-02-09,2010.0
Tobal No.1,PS,Fighting,Sony Computer Entertainment,DreamFactory,7.7,0.92,0.12,0.08,0.06,1996-09-30,1996.0
WWE SmackDown vs. Raw 2009,X360,Fighting,THQ,Yuke's Media Creations,7.8,0.92,0.58,0.26,0.08,2008-11-09,2008.0
NCAA Football 14,PS3,Sports,EA Sports,EA Tiburon,7.7,0.92,0.75,0.0,0.17,2013-07-09,2013.0
Crysis 3,X360,Shooter,Electronic Arts,Crytek,7.6,0.92,0.51,0.32,0.08,2013-02-19,2013.0
SpongeBob SquarePants: The Yellow Avenger,PSP,Action,THQ,Tantalus Interactive,5.7,0.92,0.55,0.21,0.16,2006-03-06,2006.0
EA Sports Grand Slam Tennis,Wii,Sports,EA Sports,EA Vancouver,7.9,0.92,0.28,0.51,0.11,2009-06-08,2009.0
007: The World is not Enough,PS,Shooter,Electronic Arts,Black Ops Entertainment,6.4,0.92,0.51,0.35,0.06,2000-11-06,2000.0
Overwatch,PC,Shooter,Blizzard Entertainment,Blizzard Entertainment,9.5,0.92,0.37,0.48,0.07,2016-05-24,2016.0
Operation Flashpoint: Dragon Rising,PS3,Shooter,Codemasters,Codemasters,7.3,0.91,0.23,0.46,0.17,2009-10-06,2009.0
LEGO Pirates of the Caribbean: The Video Game,DS,Action,Disney Interactive Studios,Traveller's Tales,6.8,0.91,0.34,0.47,0.1,2011-05-10,2011.0
Dynasty Warriors 7,PS3,Action,Tecmo Koei,Omega Force,5.8,0.91,0.25,0.14,0.06,2011-03-29,2011.0
Sonic Riders: Zero Gravity,Wii,Racing,Sega,Sonic Team,5.8,0.91,0.48,0.32,0.09,2008-01-08,2008.0
Colin McRae Rally 2.0,PS,Racing,Codemasters,Codemasters,8.3,0.91,0.02,0.8,0.07,2000-12-05,2000.0
Tom Clancy's EndWar,X360,Strategy,Ubisoft,Ubisoft Shanghai,8.0,0.91,0.58,0.24,0.09,2008-11-04,2008.0
Assassin's Creed,PC,Adventure,Ubisoft,Ubisoft Montreal,7.6,0.91,0.01,0.84,0.06,2008-04-08,2008.0
Crysis 3,PS3,Shooter,Electronic Arts,Crytek,8.2,0.91,0.26,0.48,0.14,2013-02-19,2013.0
SOCOM 4: U.S. Navy SEALs,PS3,Shooter,Sony Computer Entertainment,Zipper Interactive,7.0,0.9,0.66,0.12,0.09,2011-04-19,2011.0
Marvel: Ultimate Alliance 2,X360,Role-Playing,Activision,Vicarious Visions,7.4,0.9,0.68,0.15,0.08,2009-09-15,2009.0
Final Fantasy X / X-2 HD Remaster,PS4,Role-Playing,Square Enix,Square Enix,9.3,0.9,0.34,0.36,0.14,2015-05-12,2015.0
Lost Odyssey,X360,Role-Playing,Microsoft Game Studios,Mistwalker Corporation / Feelplus Inc.,7.5,0.9,0.45,0.26,0.08,2008-02-12,2008.0
X-Men Legends,XB,Role-Playing,Activision,Raven Software,8.2,0.9,0.62,0.24,0.04,2004-09-21,2004.0
Homefront,PS3,Shooter,THQ,Kaos Studios,6.6,0.9,0.32,0.4,0.15,2011-03-15,2011.0
The Biggest Loser: Ultimate Workout,X360,Sports,THQ,Blitz Games,8.0,0.9,0.73,0.1,0.07,2010-11-02,2010.0
James Cameron's Avatar: The Game,PS3,Action,Ubisoft,Ubisoft Montreal,5.8,0.9,0.32,0.43,0.15,2009-12-01,2009.0
Resistance: Retribution,PSP,Shooter,Sony Computer Entertainment,SCEA Bend Studio,8.0,0.9,0.27,0.36,0.22,2009-03-17,2009.0
Burnout Revenge,PS2,Racing,Electronic Arts,Criterion Games,9.0,0.9,0.75,0.03,0.12,2005-09-13,2005.0
3Xtreme,PS,Action,989 Studios,Unknown,2.9,0.9,0.5,0.34,0.06,1999-03-31,1999.0
Spider-Man 3,PS2,Platform,Activision,Vicarious Visions,4.4,0.9,0.74,0.03,0.12,2007-05-04,2007.0
Cars 2,Wii,Racing,Disney Interactive Studios,Avalanche Software,8.0,0.9,0.43,0.38,0.1,2011-06-21,2011.0
Buzz! Master Quiz,PSP,Misc,Sony Computer Entertainment,Relentless Software,7.0,0.9,0.22,0.44,0.24,2008-09-23,2008.0
DJ Hero,PS3,Misc,Activision,FreeStyleGames,8.5,0.9,0.42,0.34,0.15,2009-10-27,2009.0
Killzone: Liberation,PSP,Shooter,Sony Computer Entertainment,Guerrilla Games,7.8,0.9,0.44,0.28,0.19,2006-10-31,2006.0
Resident Evil: Revelations,3DS,Action,Capcom,Capcom,7.8,0.89,0.3,0.23,0.05,2012-02-07,2012.0
The Tomb Raider Trilogy,PS3,Action,Square Enix,Crystal Dynamics,8.5,0.89,0.27,0.48,0.14,2011-03-22,2011.0
Blitz: The League,PS2,Sports,Midway Games,Midway Games,7.8,0.89,0.74,0.03,0.12,2005-10-17,2005.0
Pure,PS3,Racing,Disney Interactive Studios,Black Rock Studio,7.0,0.89,0.42,0.33,0.14,2008-09-16,2008.0
Samba De Amigo,Wii,Misc,Sega,Gearbox Software,6.7,0.89,0.41,0.37,0.09,2008-09-23,2008.0
Call of Duty: World at War,DS,Shooter,Activision,n-Space,7.4,0.89,0.56,0.25,0.08,2008-11-10,2008.0
Fire Emblem: The Sacred Stones,GBA,Strategy,Nintendo,Intelligent Systems,8.4,0.89,0.42,0.16,0.02,2005-05-23,2005.0
Dissidia 012: Duodecim Final Fantasy,PSP,Fighting,Square Enix,Square Enix,8.3,0.89,0.21,0.13,0.09,2011-03-22,2011.0
Madagascar,GBA,Platform,Activision,Vicarious Visions,5.5,0.89,0.62,0.24,0.03,2005-05-23,2005.0
The Simpsons Game,PS3,Platform,Electronic Arts,EA Redwood Shores,7.5,0.89,0.38,0.36,0.14,2007-10-30,2007.0
Ni no Kuni II: Revenant Kingdom,PS4,Role-Playing,Namco Bandai Games,Level 5,8.7,0.89,0.33,0.31,0.13,2018-03-23,2018.0
Fossil Fighters,DS,Role-Playing,Nintendo,RED Entertainment,6.9,0.89,0.83,0.0,0.06,2009-08-10,2009.0
Assassin's Creed III,PC,Action-Adventure,Ubisoft,Ubisoft Montreal,8.6,0.89,0.28,0.54,0.07,2012-11-20,2012.0
Buzz! Quiz TV,PS3,Misc,Sony Computer Entertainment,Relentless Software,7.9,0.88,0.28,0.47,0.13,2008-09-23,2008.0
WWE SmackDown vs. Raw 2011,X360,Fighting,THQ,JAKKS Pacific,7.1,0.88,0.44,0.35,0.08,2010-10-26,2010.0
The Lord of the Rings: War in the North,X360,Role-Playing,Warner Bros. Interactive,Snowblind Studios,6.6,0.88,0.55,0.24,0.08,2011-11-01,2011.0
Rock Band 3,X360,Misc,MTV Games,Harmonix Music Systems,9.4,0.88,0.73,0.09,0.06,2010-10-26,2010.0
